Date,Open,High,Low,Close,Adj Close,Volume
1962-06-07,4.906667,4.986667,4.906667,370.000000,4.933333,1227200
1962-06-08,4.936666,5.013333,4.936666,371.250000,4.950000,1168000
1962-06-11,4.950000,4.960000,4.780000,359.000000,4.786667,1187200
1962-06-12,4.733333,4.733333,4.468333,335.125000,4.468333,3328000
1962-06-13,4.468333,4.573333,4.296667,322.625000,4.301667,4384000
1962-06-14,4.301667,4.423333,4.000000,306.000000,4.080000,6675200
1962-06-15,4.080000,4.460000,4.006667,333.500000,4.446667,6328000
1962-06-18,4.446667,4.530000,4.233333,329.750000,4.396667,4768000
1962-06-19,4.396667,4.480000,4.346667,336.000000,4.480000,2104000
1962-06-20,4.480000,4.570000,4.373333,328.000000,4.373333,3059200
1962-06-21,4.320000,4.320000,4.203333,315.750000,4.210000,3707200
1962-06-22,4.210000,4.286667,4.140000,320.000000,4.266667,3371200
1962-06-25,4.266667,4.480000,4.206666,332.500000,4.433333,3792000
1962-06-26,4.433333,4.520000,4.266667,320.000000,4.266667,3227200
1962-06-27,4.273334,4.440000,4.273334,333.000031,4.440000,2955200
1962-06-28,4.470000,4.646667,4.470000,343.999969,4.586667,4083200
1962-06-29,4.586667,4.633333,4.510000,339.250031,4.523334,2824000
1962-07-02,4.523334,4.666667,4.513333,350.000000,4.666667,1392000
1962-07-03,4.666667,4.716667,4.640000,351.499969,4.686666,2584000
1962-07-05,4.686666,4.706666,4.650000,350.000000,4.666667,2016000
1962-07-06,4.613333,4.613333,4.560000,345.000000,4.600000,1624000
1962-07-09,4.600000,4.673333,4.546667,350.250000,4.670000,1888000
1962-07-10,4.750000,4.823333,4.750000,358.750000,4.783333,3048000
1962-07-11,4.783333,4.993333,4.763333,374.375000,4.991667,3312000
1962-07-12,5.003334,5.196667,5.003334,379.000000,5.053333,3299200
1962-07-13,5.053333,5.086667,4.966667,376.250000,5.016667,2104000
1962-07-16,5.016667,5.100000,4.966667,382.500000,5.100000,1656000
1962-07-17,5.100000,5.126667,4.933333,370.124969,4.935000,1707200
1962-07-18,4.935000,4.960000,4.826667,365.249969,4.870000,2435200
1962-07-19,4.896667,5.013333,4.896667,367.500000,4.900000,2195200
1962-07-20,4.913333,4.986667,4.913333,371.999969,4.960000,675200
1962-07-23,4.960000,5.026667,4.953333,373.000000,4.973333,840000
1962-07-24,4.946667,4.946667,4.843333,363.250000,4.843333,888000
1962-07-25,4.843333,4.913333,4.783333,367.500000,4.900000,1875200
1962-07-26,4.923333,4.973333,4.923333,369.500000,4.926667,947200
1962-07-27,4.926667,5.011667,4.923333,375.875000,5.011667,947200
1962-07-30,5.043334,5.165000,5.043334,387.375031,5.165000,2848000
1962-07-31,5.165000,5.246666,5.160000,386.999969,5.160000,2771200
1962-08-01,5.146667,5.146667,5.016667,376.250000,5.016667,1216000
1962-08-02,5.020000,5.143333,5.020000,385.750000,5.143333,1488000
1962-08-03,5.143333,5.166667,5.093333,385.000000,5.133333,947200
1962-08-06,5.133333,5.153333,5.060000,380.000000,5.066667,6603200
1962-08-07,5.061666,5.061666,4.976666,373.249969,4.976666,915200
1962-08-08,4.976666,5.106667,4.940000,381.750031,5.090000,1576000
1962-08-09,5.086667,5.086667,5.001667,376.500000,5.020000,1288000
1962-08-10,5.020000,5.063334,5.001667,375.750000,5.010000,976000
1962-08-13,5.013333,5.063334,5.013333,378.750000,5.050000,1019200
1962-08-14,5.050000,5.146667,5.041667,386.000000,5.146667,1896000
1962-08-15,5.153333,5.256667,5.153333,386.500000,5.153333,2344000
1962-08-16,5.153333,5.236667,5.143333,386.250000,5.150000,1272000
1962-08-17,5.150000,5.220000,5.146667,389.499969,5.193333,888000
1962-08-20,5.220000,5.296667,5.220000,393.750000,5.250000,1803200
1962-08-21,5.250000,5.306667,5.226666,392.750000,5.236667,1296000
1962-08-22,5.246666,5.486667,5.246666,409.000000,5.453333,3304000
1962-08-23,5.453333,5.530000,5.430000,410.500000,5.473333,2920000
1962-08-24,5.473333,5.480000,5.433333,409.000000,5.453333,1248000
1962-08-27,5.453333,5.490000,5.433333,408.000031,5.440000,912000
1962-08-28,5.436666,5.436666,5.246666,393.500000,5.246666,2747200
1962-08-29,5.246666,5.280000,5.176667,391.000000,5.213333,2520000
1962-08-30,5.213333,5.260000,5.160000,387.750000,5.170000,947200
1962-08-31,5.180000,5.303333,5.180000,396.250000,5.283333,1227200
1962-09-04,5.283333,5.353333,5.146667,387.500000,5.166667,1624000
1962-09-05,5.166667,5.226666,5.086667,383.000000,5.106667,2248000
1962-09-06,5.106667,5.185000,5.080000,387.999939,5.173333,1811200
1962-09-07,5.173333,5.211667,5.096667,382.250000,5.096667,1320000
1962-09-10,5.096667,5.156667,5.033333,384.250000,5.123333,1803200
1962-09-11,5.123333,5.170000,5.080000,382.000000,5.093333,1539200
1962-09-12,5.100000,5.153333,5.100000,383.625000,5.115000,1299200
1962-09-13,5.115000,5.153333,5.111667,383.500000,5.113333,843200
1962-09-14,5.113333,5.186666,5.106667,388.250000,5.176667,1091200
1962-09-17,5.186666,5.276667,5.186666,395.000000,5.266667,1456000
1962-09-18,5.266667,5.331666,5.220000,391.999969,5.226666,2280000
1962-09-19,5.226666,5.246666,5.150000,386.250000,5.150000,1467200
1962-09-20,5.150000,5.193333,5.096667,382.750000,5.103333,880000
1962-09-21,5.100000,5.100000,5.006667,376.750031,5.023334,2136000
1962-09-24,4.966667,4.966667,4.823333,362.000061,4.826667,2619200
1962-09-25,4.826667,4.923333,4.786667,369.249939,4.923333,2440000
1962-09-26,4.923333,4.930000,4.740000,355.500000,4.740000,2051200
1962-09-27,4.740000,4.796667,4.646667,350.000000,4.666667,2880000
1962-09-28,4.670000,4.753334,4.670000,353.500000,4.713333,1416000
1962-10-01,4.713333,4.713333,4.536667,340.375031,4.538333,1848000
1962-10-02,4.576667,4.683333,4.576667,350.375000,4.671667,2832000
1962-10-03,4.671667,4.746666,4.626667,348.500000,4.646667,1800000
1962-10-04,4.646667,4.773334,4.626667,357.750000,4.770000,1299200
1962-10-05,4.770000,4.825000,4.736667,360.250000,4.803333,1739200
1962-10-08,4.803333,4.820000,4.786667,359.750000,4.796667,635200
1962-10-09,4.813334,4.900000,4.813334,366.250000,4.883333,1179200
1962-10-10,4.883333,4.956666,4.763333,359.125031,4.788333,1811200
1962-10-11,4.788333,4.846667,4.736667,356.000000,4.746666,1360000
1962-10-12,4.746666,4.756667,4.693333,355.250000,4.736667,1035200
1962-10-15,4.760000,4.893333,4.760000,367.000000,4.893333,928000
1962-10-16,4.893333,4.913333,4.766667,357.500000,4.766667,1259200
1962-10-17,4.766667,4.866667,4.740000,361.500000,4.820000,1379200
1962-10-18,4.820000,4.853333,4.735000,355.125000,4.735000,976000
1962-10-19,4.735000,4.746666,4.640000,348.125000,4.641667,2368000
1962-10-22,4.598333,4.598333,4.516667,343.000000,4.573333,2739200
1962-10-23,4.573333,4.573333,4.400000,330.000000,4.400000,2520000
1962-10-24,4.400000,4.533333,4.293334,340.000000,4.533333,3688000
1962-10-25,4.533333,4.540000,4.426667,338.500000,4.513333,2675200
1962-10-26,4.493333,4.493333,4.390000,331.500000,4.420000,1547200
1962-10-29,4.506667,4.596667,4.506667,344.500000,4.593333,3520000
1962-10-30,4.593333,4.693333,4.548333,351.750031,4.690000,2643200
1962-10-31,4.680000,4.680000,4.590000,346.000000,4.613333,1176000
1962-11-01,4.613333,4.693333,4.560000,351.999969,4.693333,1992000
1962-11-02,4.693333,4.931667,4.626667,357.250000,4.763333,3131200
1962-11-05,4.790000,4.856667,4.790000,361.500000,4.820000,1728000
1962-11-07,4.820000,4.886667,4.746666,361.250000,4.816667,1744000
1962-11-08,4.816667,4.866667,4.736667,355.250000,4.736667,1272000
1962-11-09,4.760000,4.820000,4.760000,361.250000,4.816667,1096000
1962-11-12,4.873333,4.986667,4.873333,373.500000,4.980000,2171200
1962-11-13,4.980000,5.006667,4.890000,366.750000,4.890000,2112000
1962-11-14,4.896667,5.006667,4.896667,374.500000,4.993333,1840000
1962-11-15,4.993333,5.058333,4.966667,372.500000,4.966667,2080000
1962-11-16,4.966667,5.046667,4.920000,378.500000,5.046667,1499200
1962-11-19,5.046667,5.046667,4.960000,371.999969,4.960000,936000
1962-11-20,4.986667,5.045000,4.986667,376.375000,5.018333,1120000
1962-11-21,5.018333,5.063334,4.993333,377.250031,5.030000,1595200
1962-11-23,5.030000,5.173333,5.003334,387.999939,5.173333,2763200
1962-11-26,5.173333,5.263333,5.153333,388.750000,5.183333,2139200
1962-11-27,5.183333,5.276667,5.153333,394.750000,5.263333,1728000
1962-11-28,5.273334,5.346667,5.273334,397.500000,5.300000,2656000
1962-11-29,5.300000,5.346667,5.290000,401.000000,5.346667,1752000
1962-11-30,5.346667,5.356667,5.296667,398.500031,5.313334,1299200
1962-12-03,5.260000,5.260000,5.203333,391.499969,5.220000,1288000
1962-12-04,5.233333,5.345000,5.233333,400.249969,5.336667,1755200
1962-12-05,5.336667,5.413333,5.316667,398.750000,5.316667,2139200
1962-12-06,5.316667,5.383333,5.306667,398.500031,5.313334,1384000
1962-12-07,5.313334,5.370000,5.300000,397.500000,5.300000,1115200
1962-12-10,5.300000,5.343333,5.186666,388.999969,5.186666,1475200
1962-12-11,5.186666,5.233333,5.150000,387.500000,5.166667,1128000
1962-12-12,5.193333,5.260000,5.193333,393.750000,5.250000,768000
1962-12-13,5.250000,5.276667,5.166667,387.999939,5.173333,1120000
1962-12-14,5.173333,5.210000,5.140000,389.499969,5.193333,995200
1962-12-17,5.193333,5.226666,5.120000,385.000000,5.133333,904000
1962-12-18,5.133333,5.176667,5.086667,382.250000,5.096667,875200
1962-12-19,5.096667,5.233333,5.096667,392.125000,5.228333,963200
1962-12-20,5.228333,5.293334,5.228333,392.125000,5.228333,1272000
1962-12-21,5.228333,5.246666,5.136667,385.250000,5.136667,899200
1962-12-24,5.171667,5.253334,5.171667,394.000000,5.253334,675200
1962-12-26,5.253334,5.293334,5.230000,393.750000,5.250000,723200
1962-12-27,5.250000,5.276667,5.193333,391.000000,5.213333,784000
1962-12-28,5.213333,5.240000,5.206666,392.500000,5.233333,579200
1962-12-31,5.233333,5.263333,5.193333,390.000000,5.200000,1048000
1963-01-02,5.200000,5.200000,5.123333,384.750031,5.130000,2387200
1963-01-03,5.140000,5.286667,5.140000,396.500000,5.286667,1120000
1963-01-04,5.293334,5.343333,5.293334,397.000000,5.293334,1536000
1963-01-07,5.293334,5.343333,5.240000,393.750000,5.250000,880000
1963-01-08,5.293334,5.380000,5.293334,403.500031,5.380000,1803200
1963-01-09,5.380000,5.433333,5.350000,403.750000,5.383333,1907200
1963-01-10,5.396667,5.453333,5.396667,406.500000,5.420000,1547200
1963-01-11,5.420000,5.436666,5.386667,407.749969,5.436666,1347200
1963-01-14,5.436666,5.530000,5.436666,414.250031,5.523334,2472000
1963-01-15,5.523334,5.573333,5.500000,415.000000,5.533333,2080000
1963-01-16,5.526667,5.526667,5.426667,408.500000,5.446667,1264000
1963-01-17,5.456666,5.530000,5.456666,413.750000,5.516667,1211200
1963-01-18,5.516667,5.540000,5.473333,412.500000,5.500000,851200
1963-01-21,5.500000,5.520000,5.446667,414.000000,5.520000,875200
1963-01-22,5.520000,5.583333,5.520000,414.750031,5.530000,928000
1963-01-23,5.530000,5.553333,5.513333,414.250031,5.523334,659200
1963-01-24,5.523334,5.580000,5.520000,416.000000,5.546667,928000
1963-01-25,5.546667,5.580000,5.520000,418.500000,5.580000,696000
1963-01-28,5.596667,5.660000,5.596667,424.499969,5.660000,1587200
1963-01-29,5.660000,5.660000,5.620000,421.750000,5.623333,736000
1963-01-30,5.623333,5.630000,5.573333,419.500000,5.593333,720000
1963-01-31,5.593333,5.653333,5.573333,423.750000,5.650000,995200
1963-02-01,5.650000,5.665000,5.640000,423.750000,5.650000,539200
1963-02-04,5.650000,5.656667,5.596667,420.250000,5.603333,627200
1963-02-05,5.603333,5.623333,5.566667,421.000000,5.613333,760000
1963-02-06,5.613333,5.650000,5.576667,418.250061,5.576667,699200
1963-02-07,5.586667,5.633333,5.586667,418.999969,5.586667,648000
1963-02-08,5.586667,5.620000,5.573333,420.000000,5.600000,600000
1963-02-11,5.600000,5.610000,5.570000,417.750000,5.570000,456000
1963-02-12,5.570000,5.580000,5.510000,418.500000,5.580000,912000
1963-02-13,5.580000,5.600000,5.566667,417.500000,5.566667,627200
1963-02-14,5.568333,5.610000,5.568333,417.750000,5.570000,840000
1963-02-15,5.570000,5.596667,5.566667,418.750000,5.583333,568000
1963-02-18,5.583333,5.593333,5.570000,417.875000,5.571667,448000
1963-02-19,5.571667,5.576667,5.523334,414.500000,5.526667,760000
1963-02-20,5.513333,5.513333,5.460000,411.000000,5.480000,899200
1963-02-21,5.480000,5.480000,5.413333,410.249969,5.470000,840000
1963-02-25,5.466667,5.466667,5.386667,404.000000,5.386667,603200
1963-02-26,5.386667,5.456666,5.370000,406.749939,5.423333,808000
1963-02-27,5.423333,5.455000,5.400000,405.250000,5.403333,435200
1963-02-28,5.403333,5.406667,5.320000,399.750000,5.330000,1120000
1963-03-01,5.330000,5.380000,5.296667,397.250000,5.296667,1024000
1963-03-04,5.333333,5.393333,5.333333,403.500031,5.380000,747200
1963-03-05,5.380000,5.380000,5.353333,401.750000,5.356667,456000
1963-03-06,5.356667,5.398334,5.336667,404.875031,5.398334,419200
1963-03-07,5.420000,5.463333,5.420000,408.750000,5.450000,720000
1963-03-08,5.450000,5.463333,5.426667,408.500000,5.446667,395200
1963-03-11,5.446667,5.476666,5.440000,408.249969,5.443333,483200
1963-03-12,5.443333,5.463333,5.430000,408.000031,5.440000,347200
1963-03-13,5.440000,5.470000,5.440000,408.750000,5.450000,456000
1963-03-14,5.450000,5.513333,5.433333,410.000000,5.466667,587200
1963-03-15,5.466667,5.516667,5.446667,413.250000,5.510000,507200
1963-03-18,5.510000,5.540000,5.456666,409.499969,5.460000,459200
1963-03-19,5.460000,5.480000,5.446667,410.000000,5.466667,408000
1963-03-20,5.473333,5.536667,5.473333,414.000000,5.520000,491200
1963-03-21,5.520000,5.533333,5.480000,411.250000,5.483333,792000
1963-03-22,5.483333,5.530000,5.480000,414.250031,5.523334,424000
1963-03-25,5.523334,5.540000,5.513333,413.500000,5.513333,480000
1963-03-26,5.520000,5.573333,5.520000,416.250000,5.550000,808000
1963-03-27,5.570000,5.613333,5.570000,421.000000,5.613333,843200
1963-03-28,5.613333,5.643333,5.600000,420.750000,5.610000,819200
1963-03-29,5.610000,5.630000,5.600000,421.000000,5.613333,480000
1963-04-01,5.613333,5.623333,5.603333,421.000000,5.613333,675200
1963-04-02,5.613333,5.630000,5.566667,417.500000,5.566667,555200
1963-04-03,5.573333,5.636667,5.573333,422.250031,5.630000,515200
1963-04-04,5.666667,5.731667,5.666667,428.875000,5.718333,1296000
1963-04-05,5.730000,5.893333,5.730000,442.000000,5.893333,1595200
1963-04-08,5.930000,6.010000,5.930000,449.624969,5.995000,1587200
1963-04-09,5.995000,6.006667,5.906667,444.750000,5.930000,1235200
1963-04-10,5.930000,5.943333,5.826667,442.375031,5.898334,928000
1963-04-11,5.898334,5.993333,5.870000,446.250000,5.950000,1275200
1963-04-15,5.950000,5.986667,5.906667,446.000000,5.946667,827200
1963-04-16,5.946667,5.963333,5.903333,442.750000,5.903333,648000
1963-04-17,5.903333,5.916667,5.860000,440.500000,5.873333,480000
1963-04-18,5.873333,5.920000,5.873333,440.500000,5.873333,288000
1963-04-19,5.906667,6.000000,5.906667,450.000000,6.000000,760000
1963-04-22,6.040000,6.123333,6.040000,457.000000,6.093333,1128000
1963-04-23,6.093333,6.146667,6.073333,461.000000,6.146667,840000
1963-04-24,6.156667,6.220000,6.156667,462.500000,6.166667,851200
1963-04-25,6.166667,6.200000,6.133333,464.625000,6.195000,696000
1963-04-26,6.195000,6.266667,6.166667,470.000000,6.266667,635200
1963-04-29,6.266667,6.326667,6.220000,468.500000,6.246666,520000
1963-04-30,6.246666,6.280000,6.160000,463.750000,6.183333,867200
1963-05-01,6.183333,6.246666,6.163333,465.000000,6.200000,600000
1963-05-02,6.203333,6.256667,6.203333,468.750000,6.250000,363200
1963-05-03,6.250000,6.251667,6.206666,465.500000,6.206666,304000
1963-05-06,6.196667,6.196667,6.110000,458.250000,6.110000,587200
1963-05-07,6.110000,6.163333,6.100000,460.281219,6.137083,539200
1963-05-08,6.150000,6.266667,6.150000,470.000000,6.266667,736000
1963-05-09,6.266667,6.340000,6.266667,470.500031,6.273334,1120000
1963-05-10,6.273334,6.333333,6.236667,475.000000,6.333333,467200
1963-05-13,6.330000,6.330000,6.270000,471.250000,6.283333,376000
1963-05-14,6.283333,6.300000,6.253334,470.500031,6.273334,448000
1963-05-15,6.273334,6.310000,6.273334,472.000000,6.293334,520000
1963-05-16,6.293334,6.320000,6.253334,470.000000,6.266667,448000
1963-05-17,6.266667,6.326667,6.216667,466.999969,6.226666,456000
1963-05-20,6.226666,6.246666,6.170000,462.750000,6.170000,432000
1963-05-21,6.170000,6.226666,6.160000,466.999969,6.226666,515200
1963-05-22,6.226666,6.320000,6.206666,466.000000,6.213333,336000
1963-05-23,6.213333,6.240000,6.193333,464.499969,6.193333,328000
1963-05-24,6.193333,6.230000,6.160000,462.999939,6.173333,288000
1963-05-27,6.166667,6.166667,6.106667,458.000000,6.106667,456000
1963-05-28,6.130000,6.183333,6.130000,460.000000,6.133333,448000
1963-05-29,6.173333,6.266667,6.173333,470.000000,6.266667,552000
1963-05-31,6.293334,6.380000,6.293334,477.250000,6.363333,1067200
1963-06-03,6.363333,6.383333,6.310000,473.249969,6.310000,843200
1963-06-04,6.310000,6.363333,6.293334,474.000000,6.320000,579200
1963-06-05,6.320000,6.346667,6.260000,470.000000,6.266667,491200
1963-06-06,6.266667,6.293334,6.240000,470.000000,6.266667,288000
1963-06-07,6.266667,6.273334,6.236667,468.250000,6.243333,360000
1963-06-10,6.243333,6.243333,6.160000,462.250031,6.163333,659200
1963-06-11,6.173333,6.236667,6.173333,465.000000,6.200000,275200
1963-06-12,6.200000,6.260000,6.173333,468.250000,6.243333,552000
1963-06-13,6.243333,6.320000,6.160000,463.500000,6.180000,448000
1963-06-14,6.180000,6.210000,6.160000,463.250000,6.176667,336000
1963-06-17,6.176667,6.180000,6.113333,459.250000,6.123333,424000
1963-06-18,6.123333,6.180000,6.113333,458.500000,6.113333,528000
1963-06-19,6.113333,6.130000,6.086667,457.000000,6.093333,648000
1963-06-20,6.093333,6.093333,6.003334,454.750031,6.063334,1179200
1963-06-21,6.066667,6.090000,6.066667,455.500000,6.073333,544000
1963-06-24,6.073333,6.096667,5.986667,449.000000,5.986667,779200
1963-06-25,5.986667,6.060000,5.946667,446.750000,5.956666,672000
1963-06-26,5.956666,5.960000,5.850000,438.750000,5.850000,1240000
1963-06-27,5.850000,5.896667,5.760000,434.250031,5.790000,1360000
1963-06-28,5.806667,5.843333,5.806667,436.250000,5.816667,648000
1963-07-01,5.816667,5.816667,5.680000,426.499969,5.686666,1488000
1963-07-02,5.713333,5.846667,5.713333,438.500000,5.846667,1168000
1963-07-03,5.856667,5.906667,5.856667,441.750000,5.890000,1024000
1963-07-05,5.896667,5.933333,5.896667,445.000000,5.933333,448000
1963-07-08,5.920000,5.920000,5.806667,436.000031,5.813334,600000
1963-07-09,5.813334,5.910000,5.790000,440.875000,5.878334,648000
1963-07-10,5.866667,5.866667,5.803333,437.000061,5.826667,640000
1963-07-11,5.826667,5.866667,5.786667,434.000000,5.786667,611200
1963-07-12,5.786667,5.820000,5.753334,431.500000,5.753334,568000
1963-07-15,5.753334,5.786667,5.721667,432.500000,5.766667,808000
1963-07-16,5.766667,5.810000,5.763333,435.250000,5.803333,792000
1963-07-17,5.803333,5.860000,5.756667,433.000031,5.773334,808000
1963-07-18,5.773334,5.796667,5.726666,429.499969,5.726666,904000
1963-07-19,5.726666,5.740000,5.706666,429.250000,5.723333,707200
1963-07-22,5.723333,5.740000,5.686666,428.000000,5.706666,600000
1963-07-23,5.706666,5.766667,5.690000,426.750031,5.690000,840000
